//X,Y,Z,Nx,Ny,Nz
1.79167092,41.10807800,8.93972301,-0.576208,-0.572829,0.582967
1.72554588,50.52529144,18.12077522,-0.162137,-0.362340,0.917835
1.49114394,40.38747025,-6.24749660,-0.116539,-0.618097,-0.777416
1.89054799,90.00325012,-6.15083742,0.371322,0.483843,-0.792474
1.72038078,36.84666061,1.34817636,-0.285567,-0.958071,-0.023488
1.91020417,86.46628571,12.18830109,0.219571,0.621339,0.752148
2.39740467,49.95501328,-14.95339108,-0.223033,-0.536817,-0.813685
2.26182413,89.49337006,-6.32099915,0.314847,0.492047,-0.811641
2.18655396,68.19630432,-17.33554459,-0.319922,0.214703,-0.922796
2.18636370,69.82559204,21.69192696,-0.171645,0.134058,0.975995
2.04825664,94.35201263,3.35312200,0.402520,0.770817,0.493779
2.28618383,47.01567841,-12.82569981,-0.298145,-0.559619,-0.773263
2.38059020,49.14007950,-14.35713100,-0.167154,-0.576758,-0.799631
2.38039851,45.02632141,-11.31548786,-0.285931,-0.605407,-0.742782
2.02674437,75.86697388,-15.37420559,-0.003906,0.425731,-0.904841
2.10619926,53.42260361,19.83283997,-0.320405,-0.308483,0.895644
2.37378073,58.22815323,20.97437477,-0.262762,-0.104846,0.959147
2.09667516,68.01100922,21.98053551,-0.262949,-0.035801,0.964145
2.32310486,40.65276718,9.01402664,-0.542866,-0.576689,0.610513
2.08908510,70.03076935,-17.07126808,-0.299157,0.157092,-0.941184
2.09452176,40.70729446,-6.59893370,-0.171879,-0.612984,-0.771173
2.20451808,50.96469879,18.42790985,-0.243008,-0.481431,0.842123
2.33252335,46.28617859,16.15246964,-0.078042,-0.275066,0.958253
2.24736404,52.56262970,-16.11221123,-0.290325,-0.290325,-0.911824
2.38219690,75.21135712,-15.68904114,-0.070872,0.375753,-0.924006
2.41815758,76.54418182,-14.99533558,0.006541,0.433019,-0.901361
2.13452435,65.90191650,-17.75751686,-0.256972,0.010858,-0.966358
2.10265660,43.78804016,13.84520912,-0.510714,-0.859361,-0.025876
2.27376080,43.70612335,12.35215569,-0.677853,-0.714576,0.172906
2.34245324,36.69382477,2.07881236,-0.323504,-0.941223,0.097184
2.39784265,40.05919266,8.32218838,-0.611502,-0.681103,0.402696
2.54895687,56.05857086,20.73555183,-0.325029,-0.241244,0.914416
2.64014053,80.25797272,-13.38963890,0.178062,0.454721,-0.872653
2.54663253,68.33342743,22.07944298,-0.218811,0.104979,0.970104
2.87072420,42.06860352,10.50440311,-0.440931,-0.687186,0.577369
2.55504942,49.63576889,17.82849312,-0.121456,-0.461533,0.878770
2.56253004,54.12214661,-16.55490303,-0.293358,-0.196036,-0.935687
2.71522999,51.04409027,18.64480782,-0.221887,-0.524878,0.821748
2.51130676,40.89670944,9.34634304,-0.470797,-0.514051,0.717009
2.59603834,82.59004974,15.14447975,0.041177,0.671607,0.739762
2.57456827,57.80063248,-17.23648834,-0.339517,-0.260149,-0.903908
2.43924475,52.56869507,-16.18180466,-0.252350,-0.304262,-0.918555
2.48730874,73.08078003,20.95054245,-0.146978,0.222418,0.963809
2.50677609,76.68955231,-14.92033100,-0.014289,0.401391,-0.915795
2.64328957,77.22966766,-14.73958683,-0.013715,0.315450,-0.948843
2.61836815,64.08085632,-18.08907700,-0.316649,0.085403,-0.944690
2.70309424,77.83860779,18.91224480,-0.071313,0.490804,0.868346
2.52980971,79.09644318,-13.99484253,0.153182,0.419461,-0.894756
2.51816368,36.59199142,1.82081842,-0.315911,-0.947732,0.044765
2.74890161,81.67950439,-12.47918224,0.102883,0.552091,-0.827412
2.74341822,43.60371399,14.90563774,-0.359301,-0.877786,0.316852
2.87179565,68.94432068,21.99761581,-0.179727,0.255401,0.949984
2.79896569,37.04668045,4.15285730,-0.335825,-0.866398,0.369561
3.09135652,37.33543015,-2.92663765,-0.196137,-0.899327,-0.390822
2.99814153,49.28274155,-14.62857628,-0.252635,-0.585296,-0.770457
2.86251259,93.03321838,-2.94772816,0.448840,0.669089,-0.592336
3.00174403,39.05165863,-5.40417719,-0.192732,-0.689209,-0.698460
3.22692752,82.96315765,14.76756859,0.049911,0.654548,0.754371
2.96897197,83.70285034,14.24072552,0.144398,0.579083,0.802379
2.99845076,87.09332275,11.13301659,0.296327,0.732008,0.613477
3.21566153,73.44441986,-16.42078781,-0.138238,0.327118,-0.934818
3.09701562,94.85094452,-0.36365277,0.461764,0.855398,-0.234667
3.00503087,91.38491821,5.98982382,0.370060,0.685845,0.626635
3.04464221,74.84744263,-15.88657093,-0.093773,0.373734,-0.922783
2.95109129,80.18607330,-13.36269855,0.164718,0.447507,-0.878980
3.26170754,63.71210480,-18.31238365,-0.241315,0.087177,-0.966523
3.14509249,69.93308258,-17.37410355,-0.250482,0.135077,-0.958652
3.06177282,66.38829803,-18.03365707,-0.248541,0.158163,-0.955621
3.18164706,90.12767029,-5.52770138,0.297809,0.565359,-0.769207
-15.52332878,18.63641548,17.12033653,0.538416,-0.303355,-0.786183
3.19345307,94.76586151,0.80796117,0.434634,0.876686,0.206192
2.97363734,73.26627350,20.94184303,-0.052803,0.318104,0.946584
3.01787519,51.62136459,19.12420082,-0.176705,-0.566363,0.804990
3.16266942,50.71077728,-15.61549282,-0.261661,-0.381278,-0.886657
3.21890640,84.15614319,-10.56730080,0.268718,0.624888,-0.733011
3.33736587,80.45456696,-13.15367794,0.187779,0.459836,-0.867923
3.24054217,69.40693665,-17.47144890,-0.250027,0.129595,-0.959527
3.30596185,86.63146973,-8.24229717,0.223271,0.657322,-0.719776
3.64483929,71.37523651,21.71510887,-0.205220,0.260313,0.943463
3.47496462,94.22071075,-1.03594959,0.487272,0.674813,-0.554251
3.55896568,88.24821472,-6.74693680,0.207945,0.580705,-0.787109
3.61583519,50.62686920,18.63521767,-0.265274,-0.501073,0.823745
3.43336582,37.70407867,6.14789820,-0.485748,-0.724477,0.489063
3.40569949,57.53589630,21.16062164,-0.281647,-0.152278,0.947358
3.40157652,36.84090042,-1.59316051,-0.225550,-0.956920,-0.182842
3.45047045,45.09188080,-11.76604080,-0.303777,-0.622020,-0.721672
3.49003363,85.11931610,12.84496975,0.123641,0.692686,0.710562
3.56799889,94.35707855,1.43641710,0.499043,0.813897,0.297537
3.49581051,46.55872726,-12.88007832,-0.256520,-0.517703,-0.816199
3.47459173,84.87456512,-9.86419010,0.213020,0.663938,-0.716804
3.57761407,44.43374634,15.92124844,-0.127651,-0.302331,0.944617
3.52753115,92.51268005,4.39656496,0.393312,0.725734,0.564460
3.42946482,72.16143036,21.35402870,-0.215542,0.354415,0.909907
3.63187432,54.14869308,20.71009827,-0.364966,-0.304391,0.879856
3.62329507,74.78608704,20.39100075,-0.116535,0.360572,0.925423
3.80578947,81.04064941,16.48917580,0.032230,0.620775,0.783326
3.77063966,71.50506592,-17.12913704,-0.149349,0.319250,-0.935828
3.54220343,47.18334579,-13.30781841,-0.234779,-0.564403,-0.791409
3.68263412,41.90925217,10.95638180,-0.438586,-0.719943,0.537889
3.72881150,64.72421265,22.48660088,-0.253416,-0.074386,0.964493
3.46924829,79.01079559,-13.95385647,0.031117,0.477577,-0.878039
3.58949661,76.25398254,19.61874580,-0.166029,0.423014,0.890783
3.51219535,79.46825409,17.64099121,-0.046466,0.592798,0.804009
3.39164352,49.67486572,18.00453377,-0.256328,-0.429236,0.866056
3.76351404,67.34197235,-17.92137527,-0.239617,0.217709,-0.946143
3.73772812,43.11730957,14.52959347,-0.355159,-0.904705,0.235311
3.71855998,38.85783768,8.15882874,-0.500548,-0.720057,0.480593
4.08036804,91.72163391,-3.54565907,0.410336,0.662850,-0.626302
4.32473230,36.42208481,-0.56277102,-0.234923,-0.954457,-0.183911
3.87500668,61.54661560,22.03589439,-0.292620,-0.227593,0.928749
3.99247646,52.62428284,-16.49020004,-0.257780,-0.232699,-0.937763
3.90254903,93.10019684,3.30537963,0.437900,0.735342,0.517218
4.05665350,85.66259766,-8.91687202,0.279542,0.685276,-0.672497
4.01158762,82.32429504,-11.72952175,0.215923,0.632235,-0.744080
4.26284790,86.30715942,-8.17789841,0.290105,0.655540,-0.697213
4.25749445,47.29723358,-13.61327267,-0.234528,-0.570011,-0.787454
3.93336344,81.42098236,16.18011856,0.055642,0.626334,0.777567
4.24196959,90.66074371,6.23211813,0.269113,0.718165,0.641730
4.30971909,41.92713165,-8.59473991,-0.142083,-0.785194,-0.602730
4.04538870,89.28540802,7.71400070,0.290859,0.679742,0.673314
3.97413707,70.09477997,21.94445229,-0.273639,0.172896,0.946165
4.18848181,73.69764709,20.93557167,-0.193962,0.403966,0.893975
4.10695219,56.87271500,21.32339096,-0.345411,-0.061727,0.936419
3.95014906,81.40351105,-12.49923515,0.121670,0.564371,-0.816506
4.23777103,75.12847900,20.33065987,-0.091254,0.382721,0.919346
4.15846586,59.84614563,21.85525703,-0.297687,-0.107167,0.948629
3.98518395,58.09829712,21.50564003,-0.349364,-0.227594,0.908926
3.86589170,66.20191193,22.34936333,-0.293622,0.214948,0.931442
4.31094074,65.42535400,22.64556694,-0.211081,0.093675,0.972970
4.23916578,46.10484695,-12.87606525,-0.270820,-0.475096,-0.837222
4.30198908,62.04051590,22.30314636,-0.253006,-0.261487,0.931457
4.23866320,48.21474838,17.46886444,-0.251989,-0.502432,0.827081
3.87268424,40.83172989,-7.15725899,-0.203270,-0.671878,-0.712222
4.11224365,62.68572617,22.39703178,-0.304322,-0.136607,0.942723
4.07294178,45.74045563,16.19755745,-0.263532,-0.289453,0.920200
4.00312662,79.96684265,-13.30796242,0.096009,0.523035,-0.846887
4.09099245,37.87060547,-4.34793711,-0.209716,-0.812840,-0.543424
4.23467302,79.76770020,17.48122406,-0.061438,0.624386,0.778696
4.17369843,46.64314270,16.60974884,-0.241411,-0.421345,0.874179
4.21890688,42.71580124,13.52573776,-0.383161,-0.905523,0.182253
4.22569561,77.00187683,-14.95284176,-0.047635,0.455937,-0.888736
4.14163351,42.32462311,12.06750774,-0.402851,-0.829398,0.387053
4.03065014,62.44188690,-18.56305313,-0.313098,-0.026406,-0.949354
4.19920492,86.21826172,11.56832123,0.198933,0.744843,0.636895
4.22924662,57.24305344,-17.82785606,-0.378796,-0.217918,-0.899458
4.57061911,54.97978973,-17.46368790,-0.325456,-0.193019,-0.925647
4.50163031,93.29048920,2.42763758,0.462052,0.786299,0.410173
4.48211575,90.67446899,-4.31982040,0.377568,0.671048,-0.638073
4.59071016,51.40526962,19.55044556,-0.411053,-0.553023,0.724708
4.65171766,48.88111115,18.05633545,-0.274879,-0.529339,0.802647
4.35016775,60.54570389,21.98780823,-0.313151,-0.119616,0.942140
4.85948420,36.07320023,3.17051172,-0.281647,-0.947358,0.152278
4.62715530,37.16954041,6.29956818,-0.345778,-0.840192,0.417749
4.58069897,36.22985458,0.12939718,-0.236586,-0.955702,-0.175101
4.73929262,36.60124588,-1.89399290,-0.222285,-0.935275,-0.275410
4.36002493,79.54050446,-13.56923962,0.049279,0.573049,-0.818038
4.66476345,58.77813721,21.88357353,-0.341986,-0.135970,0.929816
4.50571585,56.50211334,-17.79000473,-0.406157,-0.217109,-0.887637
4.38407087,70.24399567,-17.59881210,-0.166341,0.213492,-0.962680
4.40584517,50.13764191,-15.65792370,-0.174036,-0.498307,-0.849354
4.43080854,87.65193939,-6.98608780,0.177523,0.590227,-0.787475
4.37626314,68.49204254,22.30272102,-0.158971,0.024017,0.986991
4.76110220,84.61405182,-9.66056728,0.269482,0.671313,-0.690448
4.52893257,61.60230255,-18.65274620,-0.300939,-0.169021,-0.938545
4.66189289,65.47257233,-18.50668907,-0.059854,0.105026,-0.992667
4.42786646,39.74446487,-6.47379112,-0.288455,-0.594441,-0.750622
4.95792961,36.22836304,4.06749105,-0.297932,-0.925156,0.235209
4.91874123,36.26168060,-0.48691469,-0.234923,-0.954457,-0.183911
5.19717026,36.50403214,-1.94482923,-0.230760,-0.935626,-0.267122
4.79410267,37.98933411,-4.78498507,-0.224741,-0.788918,-0.571927
5.14750814,93.11043549,2.10441232,0.439927,0.821091,0.363694
4.76677895,41.17404175,-7.75435638,-0.175925,-0.702171,-0.689932
5.13643122,67.24969482,22.55266953,-0.252749,0.082556,0.964003
4.81930923,75.22684479,-15.95014668,-0.072254,0.415800,-0.906581
5.04978466,75.82360077,20.08349609,-0.058491,0.439361,0.896405
5.08759308,40.68252945,10.61114979,-0.343252,-0.610045,0.714159
5.08756781,92.55427551,-1.44769549,0.448624,0.723428,-0.524775
5.07930422,82.32833099,15.33330822,0.035348,0.665965,0.745145
5.02787638,86.58798218,10.69283199,0.267484,0.802453,0.533405
5.01024866,55.82340240,-17.81986618,-0.388771,-0.251733,-0.886278
4.96212149,64.09190369,-18.60845184,-0.143853,0.089165,-0.985574
5.08911324,93.27217102,-0.57328486,0.569046,0.666405,-0.481759
4.96110725,63.10764694,22.63253021,-0.199461,-0.061652,0.977964
5.24413633,57.83867264,21.88163567,-0.284394,-0.214346,0.934439
4.94262981,54.15971756,-17.36239052,-0.286363,-0.286363,-0.914326
5.18674850,45.99218750,16.60824966,-0.203400,-0.367851,0.907366
4.92121744,53.85694122,21.11337471,-0.307628,-0.390274,0.867785
5.08701134,71.73748779,21.74854851,-0.067479,0.276280,0.958705
5.22123957,39.04294968,9.28249550,-0.269408,-0.661564,0.699823
5.15768623,46.83482742,-13.52144527,-0.222037,-0.519107,-0.825365
5.08244896,86.72509003,-7.51803875,0.215597,0.603360,-0.767772
4.89179802,57.23907471,21.64566231,-0.327118,-0.138238,0.934818
5.24777317,44.99639511,-12.36372375,-0.146530,-0.708479,-0.690352
5.34047127,36.10125732,-0.19400245,-0.234436,-0.955161,-0.180851
5.39587307,35.97978210,0.37964430,-0.240220,-0.954168,-0.178487
5.32698965,51.15093994,19.77177048,-0.347134,-0.617671,0.705677
5.50126743,36.46083832,-2.10335755,-0.223510,-0.931994,-0.285362
5.71150780,84.59149933,-9.28812408,0.299947,0.729816,-0.614329
5.73303318,51.30928802,20.11503983,-0.289667,-0.609742,0.737772
5.32966852,61.92269135,22.48158264,-0.218697,-0.243455,0.944935
5.73878717,81.25608063,16.28617859,-0.026632,0.654592,0.755513
5.39055157,53.59508514,21.12777519,-0.263523,-0.367741,0.891809
5.34325218,49.99190140,-15.76408386,-0.226365,-0.487671,-0.843170
5.41323090,73.34323883,-16.57806015,-0.034048,0.303913,-0.952091
5.41831064,80.42807007,16.93781471,0.023755,0.627411,0.778326
5.29248857,93.49276733,0.13138938,0.647695,0.742182,-0.172211
5.43503237,55.67507553,-17.97468758,-0.405281,-0.263659,-0.875347
5.68734932,55.65723419,21.63086700,-0.267782,-0.097022,0.958582
5.65048552,67.38804626,-18.33279228,-0.295600,0.187352,-0.936760
5.44079542,42.09143066,-9.09830666,-0.157902,-0.795523,-0.584988
5.61697483,78.71995544,18.32707977,0.026325,0.569445,0.821608
5.42993832,70.49165344,-17.59702492,0.011016,0.285196,-0.958406
5.48414993,93.13367462,1.53733397,0.482179,0.836495,0.260346
5.67987204,59.25717163,22.26082611,-0.213232,-0.123853,0.969119
5.69679070,60.90822601,22.40449524,-0.247293,-0.030455,0.968462
5.57286882,77.43695831,19.20531273,0.066260,0.531493,0.844467
5.46435070,38.29226303,8.60609627,-0.279208,-0.713178,0.642977
5.83866596,35.68100739,1.50863791,-0.264209,-0.961108,-0.080411
5.90887547,86.55950928,-7.42903566,0.198657,0.608292,-0.768450
5.74389935,54.71936035,-17.79593849,-0.372172,-0.305333,-0.876504
5.95446348,89.09436798,7.10847378,0.352036,0.682786,0.640214
5.71671820,71.31153870,-17.30371857,0.008548,0.284535,-0.958627
6.18203926,81.62795258,-11.80496693,0.234100,0.652023,-0.721154
6.18218565,39.80928421,10.32767963,-0.254812,-0.675806,0.691633
5.81479454,40.99389267,11.31237888,-0.394523,-0.685051,0.612419
6.09873533,47.96315384,-14.66089439,-0.271259,-0.594867,-0.756671
5.79149723,92.36907196,2.74480200,0.458669,0.768801,0.445611
6.00702620,73.46264648,-16.58515167,-0.047509,0.319720,-0.946320
5.95969248,60.74173355,22.47624207,-0.251864,-0.040544,0.966913
5.98785400,60.41061020,22.47069931,-0.218772,-0.057443,0.974084
5.87354183,65.86779785,22.79215622,-0.125721,0.088122,0.988144
6.00229883,79.87135315,17.39431572,-0.009735,0.677265,0.735674
6.08082056,41.84257126,12.89818287,-0.331067,-0.881334,0.337114
6.00781584,71.60266113,-17.25664330,-0.086207,0.271488,-0.958573
5.89702463,44.04006577,-11.41446114,-0.133475,-0.724364,-0.676373
6.82017136,39.00905228,-6.68325949,-0.202899,-0.701629,-0.683043
5.75887442,86.23886108,10.93430805,0.209181,0.819930,0.532878
5.75420046,53.57773590,-17.43367004,-0.311139,-0.293444,-0.903926
6.13273239,91.21795654,4.57397890,0.355166,0.785866,0.506233
6.15253496,92.09660339,-1.32439029,0.370574,0.834187,-0.408420
6.08908415,68.49349976,22.60061264,-0.082143,0.077642,0.993592
6.10272503,67.75601196,22.68578529,-0.118080,0.144862,0.982381
6.00029421,85.64270020,-8.12784290,0.236322,0.618194,-0.749658
5.75893068,51.86417007,20.51149750,-0.271867,-0.495574,0.824921
5.76454544,42.76686096,-10.00954247,-0.186089,-0.733590,-0.653618
5.84047985,74.76951599,-16.09855843,0.091120,0.379439,-0.920719
6.06771135,36.07566452,-0.96150368,-0.223706,-0.955106,-0.194236
6.22013283,69.54151154,-17.90237617,-0.223206,0.234161,-0.946228
6.30706692,36.14745712,-1.57551134,-0.208371,-0.949247,-0.235609
6.59360647,56.13634872,22.08250046,-0.253272,-0.185553,0.949433
6.61478806,80.53675842,-12.57944393,0.152354,0.626010,-0.764788
6.34806728,52.75522232,21.11628342,-0.234845,-0.382546,0.893592
6.22074270,84.35183716,13.14599323,0.117182,0.731275,0.671942
6.28914738,62.21479797,22.83793068,-0.288411,-0.183535,0.939752
6.72071171,37.66386795,-5.04674721,-0.183620,-0.805802,-0.562999
6.53854561,57.86897278,22.18297958,-0.191785,-0.138441,0.971624
6.63242102,73.91613007,-16.40420914,-0.019654,0.412736,-0.910639
6.52729988,46.94710922,17.26257324,-0.212901,-0.360628,0.908086
6.48931122,79.57884979,-13.40279198,0.128492,0.583384,-0.801968
6.64853525,86.88786316,9.62593651,0.206577,0.803355,0.558523
6.58851337,81.25023651,-11.99881744,0.185878,0.640588,-0.745048
6.50203991,45.55324173,-12.98295403,-0.055685,-0.649664,-0.758179
6.69216824,35.55146790,2.96941280,-0.229594,-0.967848,0.102747
6.63097906,38.57206345,9.27500725,-0.196406,-0.666545,0.719126
6.96884012,48.30885315,18.20382118,-0.154971,-0.597315,0.786892
6.67155647,50.17366791,19.48334694,-0.291643,-0.572130,0.766558
6.91786242,36.81417465,7.28908014,-0.274086,-0.837743,0.472295
7.05278492,36.84640503,7.42790508,-0.271586,-0.827174,0.491959
6.68156147,92.44638062,-0.09255107,0.457770,0.846180,-0.272812
7.13724375,45.91227722,17.02766800,-0.166077,-0.373319,0.912716
6.98522425,86.11828613,10.74596405,0.123953,0.835590,0.535186
6.86785412,86.22977448,10.59972191,0.129857,0.841882,0.523805
6.82565308,41.74761581,13.33277035,-0.270476,-0.907923,0.320185
6.96689987,78.53930664,18.50559616,0.028563,0.493738,0.869142
6.67607641,84.52817535,12.83047199,0.142043,0.776005,0.614524
6.81929684,43.76630020,-11.28919601,-0.101495,-0.681045,-0.725173
6.72486544,78.02540588,-14.39502239,0.034936,0.582732,-0.811913
6.69310427,42.43075562,15.13475513,-0.207697,-0.832305,0.513937
6.71115541,85.45433807,11.67533875,0.082754,0.770914,0.631540
6.80722046,60.40894699,-19.10239601,-0.201444,-0.041719,-0.978611
6.97025394,43.57086945,16.03320694,-0.075576,-0.280527,0.956866
6.83216047,90.03562164,5.59909582,0.318298,0.712534,0.625285
6.89110088,80.92971802,16.52659035,0.029373,0.608433,0.793061
6.78892803,62.71525192,23.04785156,-0.250015,-0.058461,0.966475
7.07729673,78.27271271,18.64680290,0.051091,0.492961,0.868550
7.37538147,35.29184341,1.56591165,-0.206927,-0.975864,-0.069792
7.08160067,36.06832123,5.74155283,-0.266589,-0.902867,0.337286
7.39146614,35.43991852,3.37435269,-0.226625,-0.966676,0.119074
7.30509233,53.59728622,21.59355545,-0.149892,-0.250704,0.956389
7.21559048,75.08836365,-15.83894730,0.009132,0.416143,-0.909253
7.20360565,42.18307877,14.92717361,-0.274655,-0.851585,0.446507
7.23792601,44.04788589,-11.60151005,-0.092170,-0.680299,-0.727116
7.63511324,43.04586029,-10.77678108,-0.189270,-0.672449,-0.715535
7.50214243,83.21527100,14.18196392,0.111190,0.704203,0.701238
7.36008692,75.69951630,-15.57519817,0.066941,0.435798,-0.897552
7.37357330,84.36332703,-8.91715336,0.182704,0.652514,-0.735422
7.57099628,47.71737289,17.89579773,-0.120175,-0.508210,0.852808
7.58738947,79.23880005,17.98474884,0.088240,0.597428,0.797053
7.50928974,80.97003174,-12.12446690,0.052897,0.661924,-0.747702
7.19361401,47.53800583,-14.67045784,-0.147664,-0.580215,-0.800965
7.60428476,88.30252838,7.14686298,0.175155,0.772203,0.610756
7.37056160,39.69281387,-7.39252663,-0.154694,-0.587236,-0.794496
7.40875244,63.32431030,23.16068649,-0.140019,0.076481,0.987191
7.44671011,38.88356018,-6.72323847,-0.162979,-0.689995,-0.705227
7.89020538,35.75360107,5.55350828,-0.237703,-0.917678,0.318378
8.05742931,62.12689209,-19.41119003,-0.143883,0.086806,-0.985780
7.88140392,40.92078018,12.27036858,-0.178255,-0.837349,0.516790
8.02193165,41.95064163,-9.64586258,-0.225281,-0.769061,-0.598159
7.73830032,40.06664658,-7.72373581,-0.176831,-0.569789,-0.802541
7.73718452,92.06398773,0.43870229,0.327494,0.944548,-0.024025
7.99722004,75.87166595,20.11535454,0.020673,0.571952,0.820027
7.96064520,39.76312637,-7.55973864,-0.167668,-0.581550,-0.796044
8.10173225,55.26958847,-18.80620575,-0.211117,-0.283820,-0.935348
7.79048920,42.87055588,-10.65545464,-0.199942,-0.689722,-0.695922
7.62717724,86.81349182,9.40747643,0.181987,0.825711,0.533930
8.03666878,37.66286850,-5.45131302,-0.170817,-0.790594,-0.588033
7.80260515,62.93334961,-19.33180428,-0.123896,0.007675,-0.992266
8.04790497,90.67935944,4.27894735,0.163386,0.816928,0.553113
8.10823441,58.85098267,22.82659531,-0.253272,-0.185553,0.949433
7.99142647,65.06398773,23.07972527,-0.151899,-0.030837,0.987915
8.02449417,72.54955292,21.58850670,-0.059772,0.373244,0.925806
7.87202787,72.99813843,21.39593506,-0.032302,0.355326,0.934184
7.95098257,63.52560043,23.18526840,-0.067457,0.113191,0.991281
7.89393377,63.83941269,23.15429688,-0.062007,0.098084,0.993244
7.95378733,46.15039063,17.26177597,-0.135169,-0.372063,0.918313
7.96756029,66.12361908,23.15567970,-0.155358,-0.017010,0.987712
8.19785213,35.69399261,-1.42443907,-0.209743,-0.951284,-0.225981
8.23011971,89.33253479,-4.25933838,0.217055,0.682397,-0.698012
8.40747929,70.52349854,22.28287506,0.168426,0.294404,0.940723
8.19812298,50.69756317,20.44214058,-0.228238,-0.572924,0.787188
8.44643116,80.96858978,16.42310715,0.032491,0.682310,0.730340
8.45013809,73.87416077,21.08123970,-0.011437,0.357082,0.934003
8.25974274,90.37047577,4.66439104,0.134574,0.808921,0.572308
8.15915871,70.09764862,22.48882294,0.156414,0.295146,0.942562
8.39048195,56.67878342,22.45718956,-0.352063,-0.208364,0.912489
8.54274940,57.81334305,22.79947472,-0.327703,-0.143970,0.933747
8.21858978,55.96428299,22.24686050,-0.249266,-0.218969,0.943355
8.26057625,60.72653580,23.14978409,-0.257411,-0.093488,0.961769
8.51066971,53.74123383,-18.47700119,-0.278536,-0.261396,-0.924170
8.48082638,70.86994934,22.17164612,0.116641,0.271288,0.955405
8.30372906,90.89803314,3.85941720,0.182813,0.854616,0.486016
8.44840813,64.27320099,-19.21481323,-0.114960,0.110220,-0.987236
8.36834717,42.42733765,-10.37012672,-0.188956,-0.738924,-0.646751
8.42329693,61.36341095,23.21146202,-0.207812,-0.017611,0.978010
8.30429363,61.03528214,23.19142151,-0.229684,-0.057728,0.971552
8.50967693,67.60404968,-18.68217087,-0.259638,0.204688,-0.943764
8.39353371,54.22957993,21.82704735,-0.121463,-0.155816,0.980290
8.47373104,83.78828430,-9.23176289,0.049931,0.697613,-0.714733
8.51807308,65.97328949,23.21524048,0.017286,-0.025420,0.999527
8.86269665,35.63618851,5.88567734,-0.225938,-0.916704,0.329553
8.69276905,35.45218277,5.12632418,-0.198474,-0.951866,0.233578
8.56095314,49.56182098,-16.25948524,-0.040867,-0.607361,-0.793374
8.75489902,75.18405914,20.54540062,0.065541,0.500618,0.863183
8.79472828,79.19918060,17.97339249,-0.001368,0.603278,0.797530
8.66841316,63.79555511,-19.25674057,-0.071479,0.096440,-0.992769
8.68156910,47.50364304,17.94881058,-0.136130,-0.522563,0.841663
8.67638302,44.26838684,-12.02073574,-0.079478,-0.625710,-0.775996
8.86134434,80.18293762,-12.58055401,0.152078,0.612827,-0.775445
8.78711796,56.93509674,22.68097878,-0.321182,-0.234765,0.917457
8.62356091,90.12554932,-3.19143844,0.250935,0.796446,-0.550187
8.60075665,75.53781128,-15.72147560,0.004032,0.512118,-0.858906
8.69224167,54.22146606,-18.64325142,-0.259783,-0.202054,-0.944292
8.80396080,90.25390625,4.70749331,0.124373,0.826714,0.548704
9.00304604,65.60060883,23.17722130,-0.022615,0.085074,0.996118
8.94889450,58.64550781,-19.37287712,-0.091719,-0.073602,-0.993061
8.94702625,70.57768250,-17.87957001,0.053003,0.447129,-0.892898
8.97567177,60.99604034,23.34253502,-0.235873,-0.030240,0.971313
9.28570938,35.29826355,4.98480844,-0.205520,-0.955063,0.213579
9.23387051,54.28580475,-18.80903816,-0.221078,-0.135750,-0.965762
9.06118011,38.66430283,10.03053665,-0.185684,-0.630710,0.753476
9.06185913,89.69432831,5.51435328,0.032367,0.769776,0.637493
9.47276402,40.22371292,11.66334915,-0.107418,-0.760752,0.640091
9.51838875,87.10897827,8.17732525,0.232709,0.818335,0.525522
9.06354046,79.64357758,-12.94207287,0.144129,0.560172,-0.815741
9.24483681,45.67698669,17.21615028,-0.103566,-0.284479,0.953072
9.43919182,48.52272415,-15.52658367,-0.139943,-0.531783,-0.835238
9.16050053,76.87017822,-14.92705154,0.125405,0.488648,-0.863422
9.37573051,40.03050995,-8.00895500,-0.061411,-0.621249,-0.781203
9.22434044,72.36537170,21.71335411,-0.011585,0.384864,0.922901
9.08876038,41.41001511,14.12489223,-0.071831,-0.964052,0.255820
9.30843925,83.28147125,-9.64440632,0.095397,0.667777,-0.738223
9.35307980,80.09468842,17.19205284,0.041203,0.683408,0.728873
9.21769333,66.49224091,-19.00542450,-0.016685,0.132364,-0.991061
9.09792614,42.44135666,15.81702518,-0.009606,-0.588716,0.808283
9.39198971,50.03176880,-16.72502518,-0.091680,-0.609742,-0.787280
9.34076309,46.44269943,17.42868805,-0.141851,-0.340167,0.929605
9.13104343,91.22041321,2.23203921,0.276112,0.917965,0.284786
9.26557446,65.24269867,-19.17553520,-0.046000,0.180460,-0.982506
10.10650826,34.77665329,2.38586330,-0.184383,-0.981396,0.053531
9.69565201,38.25480652,-6.52964401,-0.136782,-0.704956,-0.695937
9.76899815,35.08051300,4.40245056,-0.194151,-0.965542,0.173302
9.56025791,50.29839325,-16.94371796,-0.082154,-0.586612,-0.805690
9.60130978,80.58027649,-12.07653141,0.165534,0.645432,-0.745664
9.73020649,87.81565857,7.16445541,0.182544,0.716370,0.673418
9.57342529,47.12848282,17.86865807,-0.209541,-0.539913,0.815222
9.61152649,42.71332932,15.90547371,0.142193,-0.446687,0.883319
9.68655205,63.72620010,23.56710243,-0.121382,0.027840,0.992215
9.99220467,89.66537476,5.44794703,0.185878,0.745048,0.640588
